"Conglomerado","Vivienda","HOGAR","ID_ADULTO","DIA","MES","HORA_INICIO","MIN_INICIO","HORA_FINAL","MIN_FINAL","701_ACTIVIDAD_FISICA_VIGOROSA_DIAS","702_ACTIVIDAD_FISICA_VIGOROSA_HORAS","702_ACTIVIDAD_FISICA_VIGOROSA_MINUTOS","703_ACTIVIDAD_FISICA_MODERADA_DIAS","704_ACTIVIDAD_FISICA_MODERADA_HORAS","704_ACTIVIDAD_FISICA_MODERADA_MINUTOS","705_CAMINAR_DIAS","706_CAMINAR_HORAS","706_CAMINAR_MINUTOS","707_SENTADO_HORAS","707_SENTADO_MINUTOS"
"006595","141","11","02","07","11","08","22","08","28","9","","","5","04","","7","04","","05",""
"006595","143","11","01","07","11","16","34","16","40","1","","40","7","15","","2","","30","04",""
"006597","159","11","01","04","05","16","24","16","35","2","01","","3","01","","4","","210","04",""
"006597","166","11","01","02","05","15","37","15","49","9","","","4","","330","4","","90","","400"
"006621","033","11","02","26","04","15","43","15","47","9","","","7","02","","5","02","","03",""
"006621","034","11","01","28","04","07","52","08","01","9","","","6","07","","6","01","","","270"
"006621","096","11","02","26","04","10","20","10","31","9","","","7","04","","1","01","","","270"
"006645","039","11","02","07","03","20","00","20","14","9","","","7","04","","7","01","","","150"
"006645","039","11","03","07","03","11","16","11","22","9","","","7","","30","7","08","","04",""
"006645","114","11","01","08","03","07","24","07","40","9","","","7","","310","7","03","","","160"
"006651","194","11","06","19","11","09","22","09","35","2","03","","5","07","","4","","54","","290"
"006651","197","11","03","19","11","07","27","07","44","2","05","","4","04","","2","","50","04",""
"006651","200","11","02","18","11","07","00","07","12","9","","","2","","20","5","","30","03",""
"006651","201","11","01","19","11","07","05","07","20","9","","","9","","","2","","20","","180"
"006652","094","11","02","27","02","11","25","11","39","9","","","7","","80","9","","","04",""
"006652","102","11","01","28","02","06","55","07","10","3","06","","2","06","","7","","20","03",""
"006712","053","11","01","02","11","08","53","09","00","9","","","9","","","2","","40","08",""
"006713","081","11","02","02","11","16","27","16","36","9","","","9","","","5","03","","","407"
"006717","016","11","03","01","11","12","30","12","38","2","","20","9","","","2","","40","","110"
"006717","098","11","04","03","11","11","23","11","28","9","","","3","","15","6","","30","","295"
"006767","015","11","02","30","10","17","35","17","40","9","","","9","","","9","","","03",""
"006767","059","11","01","05","11","08","20","08","33","9","","","4","","45","6","","60","04",""
"006767","104","11","04","31","10","21","11","21","19","2","18","","7","","40","2","","40","","450"
"006798","016","11","08","16","10","20","50","20","59","1","02","","1","","30","3","","75","10",""
"006798","094","11","03","18","10","10","10","10","17","9","","","9","","","7","","90","","690"
"006809","005","11","02","24","10","15","55","16","10","9","","","2","04","","7","04","","08",""
"006809","015","11","01","26","10","18","40","18","47","2","06","","2","08","","7","04","","05",""
"006809","063","11","03","25","10","10","58","11","07","9","","","9","","","7","","50","07",""
"006856","021","11","02","29","03","17","44","17","53","9","","","9","","","5","","30","03",""
"006856","082","11","02","28","03","14","45","14","58","2","","210","5","02","","4","","90","07",""
"006866","033","11","01","23","10","17","43","17","55","9","","","2","","30","1","01","","10",""
"006866","037","11","04","25","10","20","22","20","35","5","","40","2","","30","6","","40","05",""
"006867","011","11","01","19","10","17","15","17","28","6","05","","2","02","","7","02","","05",""
"006867","011","11","02","19","10","20","21","20","27","9","","","2","01","","7","05","","06",""
"006867","129","11","01","20","10","12","32","12","43","7","04","","9","","","7","03","","03",""
"006893","113","11","01","24","04","17","35","17","42","9","","","9","","","2","","10","","150"
"006902","044","11","01","29","04","08","20","08","30","9","","","9","","","7","","45","","304"
"006902","044","11","02","25","04","10","30","10","37","9","","","9","","","7","","30","09",""
"006931","022","11","03","25","11","06","15","06","32","9","","","7","","40","7","03","","07",""
"006931","107","11","01","23","11","11","07","11","25","1","01","","9","","","5","","20","08",""
"006960","027","11","02","21","11","16","01","16","14","9","","","9","","","7","14","","02",""
"006981","051","11","01","21","11","17","01","17","13","3","","20","2","03","","7","","54","02",""
"006981","079","11","03","23","11","15","35","15","47","9","","","2","","20","4","02","","08",""
"007002","049","11","02","03","05","07","04","07","10","1","02","","1","","30","2","01","","02",""
"007010","279","11","02","26","03","10","42","10","50","9","","","3","04","","7","03","","03",""
"007010","279","11","03","26","03","09","00","09","07","9","","","4","01","","7","02","","06",""
"007010","282","11","01","27","03","18","32","18","43","7","06","","9","","","7","","30","03",""
"007016","179","11","02","14","03","16","00","16","20","3","","70","7","","30","7","","50","","135"
"007016","182","11","01","15","03","10","33","10","41","3","","150","2","01","","7","","40","","85"
"007028","031","11","03","28","11","16","20","16","31","9","","","3","","30","7","05","","12",""
"007033","021","11","01","29","11","13","40","14","10","9","","","7","","160","2","","40","","45"
"007033","042","11","04","01","12","16","53","17","05","3","","270","7","","270","7","03","","02",""
"007033","046","11","01","01","12","08","53","09","02","9","","","9","","","7","","93","06",""
"007033","046","11","02","30","11","08","51","09","12","1","","210","5","05","","7","03","","02",""
"007090","042","11","02","22","04","10","18","10","25","9","","","6","02","","6","","10","03",""
"007090","087","11","07","19","04","17","15","17","23","9","","","2","01","","3","04","","07",""
"007098","097","11","01","23","04","15","05","15","10","9","","","1","01","","2","","30","06",""
"007101","007","11","02","05","12","14","14","14","18","9","","","9","","","6","","30","06",""
"007101","007","11","03","04","12","08","35","08","39","9","","","9","","","6","01","","02",""
"007108","241","11","02","05","12","10","52","10","57","9","","","9","","","2","","25","02",""
"007122","118","11","02","06","12","06","54","06","59","9","","","9","","","4","","15","04",""
"007145","150","11","02","22","11","14","22","14","29","9","","","9","","","7","","30","01",""
"007145","150","11","03","25","11","13","29","13","36","9","","","7","","10","7","","12","04",""
"007169","010","11","02","04","04","14","29","14","35","9","","","2","03","","5","","40","02",""
"007169","016","11","02","03","04","15","35","15","42","9","","","6","02","","5","","40","03",""
"007182","001","11","04","19","04","15","45","15","51","3","01","","7","","30","5","","40","","395"
"007203","080","11","01","15","03","17","42","17","48","9","","","6","02","","6","01","","08",""
"007203","080","11","02","16","03","17","50","17","58","9","","","7","02","","7","","20","04",""
"007206","135","11","02","12","04","18","22","18","39","5","","30","1","03","","2","02","","","510"
"007208","052","11","01","05","04","08","30","08","36","9","","","6","08","","6","08","","04",""
"007208","073","11","02","02","04","15","37","15","52","9","","","9","","","6","","10","","230"
"007208","073","11","06","03","04","17","57","18","09","9","","","6","09","","9","","","","250"
"007208","133","11","02","04","04","11","08","11","19","9","","","9","","","9","","","","365"
"007239","020","11","02","15","11","08","33","08","40","9","","","9","","","9","","","02",""
"007239","020","11","03","16","11","17","38","17","44","6","","20","2","","30","2","","15","02",""
"007239","135","11","01","14","11","14","50","14","54","9","","","9","","","7","","30","02",""
"007239","139","11","02","14","11","13","25","13","29","9","","","9","","","2","01","","02",""
"007240","018","11","01","06","12","07","13","07","16","9","","","9","","","7","01","","","140"
"007240","018","11","03","07","12","06","02","06","09","9","","","9","","","7","","60","","485"
"007240","018","11","04","07","12","07","29","07","36","9","","","9","","","3","","12","05",""
"007240","018","11","07","09","12","07","45","07","57","4","","100","4","","10","1","","30","","70"
"007241","084","11","02","06","04","08","33","08","45","9","","","5","05","","2","01","","08",""
"007241","211","11","02","04","04","10","25","10","33","1","","30","7","03","","3","","95","05",""
"007246","026","11","03","28","03","08","00","08","05","1","02","","6","02","","7","02","","04",""
"007246","049","11","02","26","03","14","40","14","45","9","","","7","04","","7","03","","03",""
"007246","049","11","05","28","03","18","15","18","22","9","","","9","","","3","","30","08",""
"007248","001","11","03","13","04","18","21","18","29","9","","","7","","80","7","01","","","395"
"007248","086","11","01","10","04","07","14","07","23","1","","30","7","","465","7","","40","","325"
"007248","088","11","03","14","04","13","30","13","37","9","","","7","","80","9","","","","355"
"007253","002","11","02","03","04","08","36","08","44","9","","","7","","80","7","","50","","145"
"007253","006","11","02","05","04","06","12","06","23","9","","","9","","","2","","35","02",""
"007253","077","11","01","02","04","07","02","07","10","2","08","","4","09","","7","","30","","190"
"007279","073","11","02","09","04","17","33","17","38","9","","","2","02","","7","02","","04",""
"007279","075","11","01","12","04","09","56","10","10","9","","","2","","15","7","04","","","150"
"007308","100","11","01","04","12","21","40","21","45","9","","","3","01","","3","","180","01",""
"007308","100","11","03","04","12","19","15","19","20","9","","","4","","45","3","03","","14",""
"007308","114","11","06","06","12","11","25","11","35","9","","","9","","","3","","10","02",""
"007310","025","11","03","25","11","10","05","10","10","9","","","9","","","9","","","05",""
"007310","104","11","04","24","11","10","02","10","07","9","","","5","01","","7","02","","06",""
"007326","109","11","02","24","11","11","57","12","03","9","","","9","","","2","","10","05",""
"007339","006","11","01","08","04","08","10","08","15","9","","","9","","","7","01","","","690"
"007339","006","11","02","03","04","14","50","15","01","9","","","1","","20","7","","30","","510"
"007347","069","11","02","04","04","09","29","09","46","9","","","5","","50","7","","35","","375"
"007360","090","11","01","29","11","21","42","21","48","9","","","9","","","2","01","","","395"
"007386","055","11","03","29","11","08","45","08","55","4","","25","9","","","7","","90","","90"
"007394","007","11","08","30","11","15","47","15","52","9","","","9","","","7","01","","","100"
"007394","102","11","03","28","11","15","28","15","39","9","","","9","","","7","","120","","570"
"007411","124","11","02","24","11","20","20","20","26","9","","","5","","15","7","01","","","65"
"007411","165","11","01","25","11","08","40","08","47","2","","20","7","01","","5","","20","","220"
"007412","001","11","03","21","11","19","05","19","10","9","","","1","","15","7","06","","05",""
"007439","097","11","03","30","11","18","12","18","20","9","","","9","","","9","","","05",""
"007442","122","11","02","22","11","09","22","09","29","9","","","6","01","","3","01","","","30"
"007443","054","22","02","28","11","09","40","09","44","9","","","9","","","9","","","12",""
"007443","056","11","02","28","11","14","10","14","15","9","","","9","","","2","","30","05",""
"007443","165","11","02","30","11","08","15","08","19","9","","","9","","","9","","","10",""
"007446","010","11","06","26","03","14","30","14","41","9","","","9","","","5","","20","05",""
"007446","011","11","02","31","03","10","57","11","07","9","","","9","","","2","","20","03",""
"007446","126","11","01","26","03","17","10","17","19","9","","","9","","","3","01","","08",""
"007446","128","11","04","28","03","16","56","17","08","9","","","7","","30","7","","45","01",""
"007460","135","11","03","28","04","09","21","09","31","9","","","3","02","","3","02","","03",""
"007460","138","11","02","28","04","11","57","12","03","1","","15","9","","","2","","30","03",""
"007462","006","11","01","10","04","16","54","17","10","5","","210","4","04","","5","","35","","380"
"007462","077","11","03","10","04","18","43","18","56","9","","","5","07","","5","","15","06",""
"007484","008","11","03","22","10","18","20","18","25","6","","80","6","","40","7","","12","","205"
"007484","044","11","01","18","10","17","11","17","18","9","","","9","","","6","","15","","330"
"007484","104","11","02","21","10","10","31","10","47","9","","","2","","10","2","06","","04",""
"007488","043","11","03","20","10","18","18","18","26","9","","","6","","90","1","","20","06",""
"007488","108","11","01","16","10","16","18","16","33","9","","","4","02","","1","01","","03",""
"007492","081","11","01","31","10","12","36","12","47","9","","","1","","90","9","","","03",""
"007492","081","11","02","31","10","11","21","11","30","9","","","3","01","","9","","","04",""
"007498","041","11","01","12","12","12","18","12","22","9","","","9","","","7","","15","","30"
"007498","041","11","02","12","12","12","19","12","21","9","","","9","","","5","","15","05",""
"007511","035","11","02","25","10","07","25","07","30","9","","","9","","","6","","30","","15"
"007511","056","11","02","25","10","14","36","14","46","9","","","9","","","9","","","02",""
"007511","078","11","04","27","10","08","29","08","35","9","","","9","","","2","02","","09",""
"007511","187","11","01","26","10","10","05","10","08","9","","","9","","","1","","30","01",""
"007523","058","11","02","24","10","18","44","18","50","9","","","9","","","6","03","","","20"
"007523","058","11","03","24","10","20","49","21","00","5","","90","9","","","9","","","06",""
"007523","058","11","04","25","10","19","20","19","29","9","","","4","","80","7","","45","08",""
"007528","003","11","02","10","12","09","28","09","30","9","","","3","","10","7","02","","","90"
"007528","054","22","02","06","12","09","20","09","30","9","","","4","","150","7","01","","04",""
"007528","054","22","03","06","12","08","34","08","39","9","","","9","","","6","02","","08",""
"007528","080","11","02","04","12","11","10","11","15","9","","","7","","15","7","","20","06",""
"007529","019","11","01","17","10","15","03","15","17","6","","20","6","","30","5","04","","06",""
"007529","120","11","01","22","10","20","00","20","04","6","10","","3","02","","6","01","","03",""
"007529","180","11","02","21","10","15","59","16","06","9","","","9","","","6","","40","01",""
"007530","003","11","03","21","10","09","35","09","40","9","","","5","03","","5","","20","07",""
"007530","003","11","07","21","10","08","10","08","45","9","","","9","","","2","","30","05",""
"007530","098","11","04","23","10","07","30","07","40","9","","","9","","","6","04","","04",""
"007531","010","11","01","01","11","10","35","10","45","2","","150","2","01","","3","","20","02",""
"007531","010","11","05","05","11","08","48","08","51","9","","","9","","","5","","20","08",""
"007531","055","11","05","04","11","11","07","11","18","9","","","9","","","5","","20","01",""
"007531","100","11","01","04","11","17","16","17","35","1","02","","9","","","5","04","","05",""
"007532","051","11","02","01","11","11","16","11","20","9","","","1","","20","3","","25","02",""
"007532","051","11","03","01","11","08","56","09","05","6","","20","9","","","6","","20","11",""
"007532","107","33","01","04","11","15","00","15","10","4","","40","6","01","","9","","","04",""
"007532","163","11","03","31","10","15","56","16","10","9","","","9","","","2","01","","06",""
"007533","011","11","02","06","12","07","15","07","20","9","","","9","","","2","","30","11",""
"007533","085","11","01","10","12","15","10","15","15","2","02","","2","04","","7","03","","05",""
"007533","152","11","03","09","12","17","53","17","59","1","01","","9","","","4","","90","","155"
"007533","152","11","04","08","12","13","00","13","10","9","","","2","","40","7","03","","05",""
"007534","037","11","02","19","12","14","30","14","35","9","","","9","","","7","","80","04",""
"007535","038","11","01","18","12","09","30","09","40","9","","","3","","150","7","01","","03",""
"007541","010","11","02","06","12","09","33","09","43","5","","30","2","01","","6","02","","05",""
"007541","010","11","03","06","12","17","05","17","11","3","","30","3","","30","2","","40","","530"
"007544","086","11","01","09","12","06","42","06","49","9","","","6","06","","1","","45","02",""
"007544","086","11","03","08","12","11","27","11","34","4","","40","9","","","5","","30","10",""
"007544","104","11","01","09","12","08","32","08","39","1","","20","9","","","7","","20","","500"
"007544","104","11","02","05","12","08","15","08","34","9","","","4","","40","4","","50","","400"
"007546","036","11","02","19","12","15","59","16","07","9","","","9","","","4","","40","04",""
"007547","046","11","02","22","12","20","39","20","43","9","","","2","03","","3","","30","04",""
"007547","046","11","03","22","12","15","35","15","49","9","","","9","","","2","02","","08",""
"007549","067","11","02","22","12","18","38","18","43","9","","","3","02","","1","02","","03",""
"007554","059","11","01","29","11","08","36","08","44","9","","","4","","30","6","","30","01",""
"007554","059","11","03","03","12","11","57","11","40","9","","","1","06","","2","","10","03",""
"007554","070","11","03","01","12","13","29","13","33","9","","","6","","30","6","01","","06",""
"007554","090","11","05","29","11","15","37","15","39","3","","45","9","","","1","","30","04",""
"007555","048","11","03","29","11","12","14","12","16","2","","15","9","","","4","","20","04",""
"007555","048","11","04","29","11","11","35","11","40","9","","","9","","","3","","30","02",""
"007555","048","11","05","04","12","14","26","14","30","9","","","6","03","","6","","10","02",""
"007555","114","11","02","27","11","21","30","21","32","9","","","9","","","9","","","13",""
"007559","045","11","03","05","04","07","13","07","17","9","","","9","","","3","","20","07",""
"007561","062","11","01","08","04","09","00","09","07","9","","","9","","","6","04","","04",""
"007561","062","11","02","03","04","15","13","15","25","9","","","7","02","","1","02","","03",""
"007561","062","11","03","04","04","13","36","13","45","3","","45","7","04","","1","02","","05",""
"007563","072","11","01","18","11","17","12","17","15","9","","","1","","30","7","","20","03",""
"007563","119","11","03","19","11","09","39","09","47","9","","","3","","45","7","","140","06",""
"007563","188","11","06","18","11","09","36","09","42","9","","","4","","45","2","","25","06",""
"007564","001","11","04","07","11","11","26","11","35","9","","","3","05","","7","08","","05",""
"007564","010","11","02","08","11","10","45","10","51","9","","","4","08","","9","","","04",""
"007564","010","11","03","08","11","19","41","19","55","9","","","7","05","","7","06","","07",""
"007565","092","22","01","10","11","10","17","10","28","4","01","","7","01","","7","03","","03",""
"007565","145","11","04","05","11","14","46","14","56","6","01","","9","","","6","","40","02",""
"007567","007","11","01","21","03","20","13","20","25","9","","","2","","30","6","","460","","340"
"007567","059","11","03","22","03","11","59","12","08","9","","","3","","20","7","","90","02",""
"007568","087","11","03","21","03","08","27","08","35","6","","20","7","","30","5","","30","","490"
"007571","105","11","02","03","11","07","58","08","13","1","01","","2","","10","7","03","","06",""
"007571","129","11","03","01","11","13","52","13","56","4","03","","3","04","","7","","40","02",""
"007571","152","11","01","01","11","16","40","16","48","9","","","9","","","7","","90","","30"
"007572","057","11","02","20","12","18","00","18","09","9","","","6","","90","3","","30","","213"
"007572","057","11","03","20","12","06","36","06","42","9","","","9","","","1","","10","","190"
"007572","113","11","02","18","12","09","08","09","15","9","","","7","08","","7","08","","04",""
"007572","149","11","02","20","12","16","25","16","35","9","","","1","04","","5","","30","06",""
"007574","019","11","02","04","12","13","13","13","20","9","","","5","02","","7","","50","04",""
"007574","069","11","01","10","12","15","00","15","15","9","","","6","02","","4","","10","09",""
"007574","088","11","03","06","12","12","42","12","53","9","","","7","01","","3","","30","08",""
"007575","103","24","02","06","12","09","55","09","03","9","","","7","03","","6","","40","10",""
"007575","103","34","01","07","12","18","30","18","38","1","02","","7","03","","6","","20","02",""
"007577","101","11","01","05","05","13","52","14","05","9","","","1","","55","4","","105","07",""
"007577","101","11","02","01","05","09","46","10","08","9","","","7","","85","9","","","10",""
"007577","153","11","02","02","05","11","36","11","49","9","","","4","","70","6","","70","","200"
"007579","001","11","02","03","11","18","38","18","44","9","","","9","","","6","","30","07",""
"007579","059","11","01","04","11","08","34","08","42","9","","","3","","30","7","09","","","355"
"007579","059","11","02","31","10","16","38","16","40","2","","10","9","","","1","","25","","290"
"007582","004","11","02","31","10","17","02","17","10","9","","","3","01","","7","01","","01",""
"007582","045","11","03","02","11","17","57","18","09","9","","","6","","270","4","","380","","520"
"007582","105","11","02","01","11","15","08","15","28","9","","","7","","45","3","09","","06",""
"007582","166","11","01","31","10","20","13","20","23","4","01","","1","","30","2","","20","10",""
"007585","014","11","02","30","11","07","59","08","09","9","","","5","","20","9","","","03",""
"007585","059","11","02","27","11","12","20","12","30","9","","","9","","","7","","55","04",""
"007585","151","11","01","28","11","09","20","09","28","1","01","","9","","","5","","10","08",""
"007585","151","11","02","28","11","10","35","10","42","9","","","6","01","","5","","90","03",""
"007587","070","11","03","29","11","07","10","07","16","9","","","2","","30","5","","40","11",""
"007587","070","11","05","01","12","07","02","07","09","9","","","1","","30","5","","40","08",""
"007591","038","11","01","11","03","08","37","08","46","2","01","","7","06","","7","04","","","20"
"007591","038","11","02","10","03","10","50","10","56","3","","40","1","","15","7","","50","02",""
"007591","089","11","01","08","03","14","23","14","44","9","","","4","01","","7","","10","04",""
"007591","089","11","05","07","03","12","20","12","33","9","","","5","","30","7","","40","","235"
"007591","106","11","01","06","03","14","00","14","10","2","","45","9","","","9","","","09",""
"007591","106","11","02","09","03","07","20","07","34","9","","","9","","","1","","4","","260"
"007591","139","11","04","06","03","12","00","12","11","9","","","6","","12","6","05","","12",""
"007596","119","11","02","16","11","13","10","13","12","9","","","9","","","7","","20","05",""
"007596","139","11","01","15","11","19","39","19","45","9","","","3","","20","6","","10","01",""
"007601","084","11","01","14","11","10","05","10","09","2","01","","9","","","3","","25","","90"
"007601","084","11","02","18","11","08","41","08","47","2","","25","9","","","5","","25","01",""
"007601","111","11","03","19","11","10","36","10","44","9","","","9","","","7","05","","03",""
"007603","100","11","02","16","12","09","50","10","00","9","","","3","","15","2","","20","05",""
"007603","119","11","01","14","12","08","15","08","23","9","","","9","","","3","02","","02",""
"007603","119","11","04","17","12","08","46","08","50","9","","","9","","","5","05","","10",""
"007605","028","11","02","04","11","10","03","10","17","9","","","9","","","3","","45","","380"
"007605","041","11","04","01","11","10","38","10","50","1","","15","9","","","2","","40","","490"
"007605","041","11","08","01","11","12","06","12","22","9","","","9","","","9","","","","292"
"007606","007","11","02","03","11","17","12","17","22","9","","","9","","","7","","100","","210"
"007606","050","11","01","04","11","11","06","11","14","9","","","9","","","9","","","","210"
"007606","050","11","05","02","11","09","49","10","1","9","","","9","","","6","","12","","560"
"007608","036","11","02","22","11","08","51","09","06","7","","15","7","01","","7","","45","04",""
"007608","049","11","04","22","11","16","35","16","57","9","","","3","","120","7","05","","","180"
"007608","049","11","05","22","11","16","49","16","57","9","","","9","","","2","02","","14",""
"007608","074","11","01","25","11","09","13","09","28","3","","15","6","05","","9","","","06",""
"007608","074","11","02","24","11","18","28","18","35","9","","","9","","","7","05","","07",""
"007615","043","23","01","09","11","08","33","08","38","2","","30","7","","30","3","","20","03",""
"007615","058","11","02","10","11","09","12","09","13","9","","","9","","","7","","90","","235"
"007615","087","11","01","08","11","10","08","10","19","9","","","7","01","","5","","50","","210"
"007615","103","11","02","07","11","19","38","19","46","9","","","2","","20","7","","40","06",""
"007615","132","11","02","08","11","07","03","07","12","9","","","4","","15","7","","40","09",""
"007616","003","11","01","09","11","15","47","15","55","9","","","9","","","7","","30","","200"
"007616","003","11","04","10","11","10","10","10","15","7","","80","5","","15","9","","","","330"
"007616","107","11","03","08","11","15","06","15","15","9","","","6","12","","7","","60","","120"
"007616","126","11","02","07","11","17","00","17","20","9","","","2","08","","7","02","","","140"
"007621","016","11","01","30","10","17","20","17","33","9","","","2","","80","7","04","","","450"
"007621","016","11","03","02","11","09","12","09","20","9","","","7","","30","1","","20","","390"
"007621","077","11","01","31","10","13","20","13","38","3","","20","7","07","","5","","30","03",""
"007621","138","11","01","01","11","08","27","08","39","9","","","9","","","4","02","","07",""
"007621","138","11","02","01","11","09","12","09","23","5","","30","5","","30","1","","90","04",""
"007621","178","11","04","01","11","16","08","16","16","9","","","7","","30","5","","15","11",""
"007622","092","11","01","07","11","09","40","09","46","9","","","9","","","3","02","","10",""
"007622","092","11","06","07","11","08","02","08","15","9","","","1","","30","7","03","","10",""
"007622","110","11","02","08","11","08","40","07","45","9","","","3","01","","9","","","06",""
"007622","110","11","04","10","11","07","39","07","42","9","","","9","","","2","","30","09",""
"007622","146","11","02","11","11","10","23","10","29","9","","","9","","","5","","20","05",""
"007623","065","11","05","12","12","15","28","15","36","9","","","9","","","6","01","","09",""
"007623","085","11","01","13","12","10","41","10","49","1","03","","2","02","","5","03","","01",""
"007623","085","11","02","13","12","10","44","10","46","9","","","9","","","1","","15","02",""
"007623","124","11","03","11","12","17","12","17","16","7","","10","9","","","7","","10","04",""
"007626","112","11","06","16","04","16","46","16","53","6","01","","6","","15","1","02","","07",""
"007628","156","11","01","20","04","07","08","07","13","9","","","9","","","1","01","","15",""
"007628","156","11","02","16","04","19","51","19","57","9","","","7","02","","7","","40","03",""
"007630","019","11","02","16","10","15","46","16","03","3","01","","7","","20","5","02","","03",""
"007630","040","11","01","21","10","08","11","08","16","9","","","9","","","3","","10","07",""
"007630","040","11","03","17","10","21","00","21","08","7","02","","3","","30","7","","15","03",""
"007630","081","11","03","18","10","20","43","20","51","4","","20","6","","15","3","","15","06",""
"007630","122","11","02","19","10","16","14","16","21","9","","","2","01","","5","","45","01",""
"007647","015","11","02","17","12","10","00","10","05","9","","","7","04","","7","","40","02",""
"007647","015","11","04","16","12","09","36","09","45","9","","","9","","","1","02","","05",""
"007647","097","11","01","12","12","09","06","09","09","1","02","","9","","","2","01","","00",""
"007647","097","11","02","15","12","07","31","07","34","9","","","9","","","1","","15","","0"
"007649","019","11","03","08","12","17","29","17","33","9","","","1","01","","7","","15","02",""
"007649","104","11","03","06","12","06","22","06","24","9","","","9","","","7","","30","07",""
"007650","055","11","02","18","12","14","16","14","16","9","","","9","","","4","","12","05",""
"007650","065","11","02","10","12","15","36","15","40","9","","","9","","","7","","30","03",""
"007650","065","11","03","07","12","06","2","06","5","9","","","9","","","5","","20","05",""
"007650","065","11","08","05","12","17","12","17","14","9","","","1","01","","9","","","20",""
"007661","031","11","01","14","12","07","11","07","17","9","","","7","02","","3","","30","04",""
"007661","092","11","06","12","12","08","04","08","16","3","","230","9","","","6","","20","","590"
"007661","109","11","01","13","12","06","32","06","39","9","","","9","","","2","01","","06",""
"007663","115","11","02","15","12","09","56","10","01","9","","","9","","","5","","30","","305"
"007663","115","11","05","16","12","07","45","07","49","9","","","9","","","5","","90","","170"
"007666","028","11","03","02","12","09","30","09","35","9","","","3","","50","1","","10","09",""
"007666","028","11","07","28","11","17","33","17","38","9","","","9","","","4","01","","18",""
"007666","028","11","08","02","12","08","54","08","59","9","","","9","","","5","01","","","85"
"007666","045","11","01","01","12","16","41","16","42","9","","","9","","","3","","30","07",""
"007666","151","11","02","02","12","08","54","08","59","9","","","9","","","5","01","","","85"
"007668","052","11","01","30","11","15","35","15","37","9","","","5","01","","6","01","","05",""
"007668","084","11","02","28","11","08","19","08","24","9","","","9","","","3","01","","07",""
"007671","006","11","01","30","11","11","54","12","02","9","","","1","03","","7","","40","11",""
"007671","044","11","04","30","11","21","32","23","37","9","","","1","01","","7","","20","13",""
"007671","120","11","02","29","11","19","34","19","39","9","","","9","","","2","","80","05",""
"007671","156","11","02","30","11","08","09","08","25","9","","","2","02","","2","01","","03",""
"007672","050","11","01","30","11","09","38","09","43","3","02","","7","01","","7","","90","07",""
"007672","189","11","03","30","11","19","47","19","57","9","","","1","03","","3","01","","05",""
"007692","007","11","01","21","12","09","00","09","05","9","","","2","01","","4","02","","05",""
"007692","007","11","02","20","12","07","06","07","07","9","","","9","","","3","","15","","30"
"007692","007","11","06","21","12","09","20","09","25","9","","","2","01","","4","","40","02",""
"007692","175","11","01","21","12","08","08","08","12","1","01","","2","02","","7","02","","06",""
"007692","175","11","02","18","12","08","28","08","30","2","01","","2","02","","6","03","","06",""
"007696","083","11","03","08","12","07","10","07","18","3","04","","2","04","","1","","30","05",""
"007696","083","11","05","07","12","08","15","08","22","2","04","","5","03","","7","01","","03",""
"007696","097","11","01","07","12","20","45","20","50","9","","","9","","","5","","10","","254"
"007696","127","11","06","07","12","06","46","06","56","9","","","5","","20","5","","40","","565"
"007703","055","11","05","17","12","12","00","12","15","4","02","","4","","45","1","","40","","90"
"007703","074","11","04","12","12","17","00","17","07","2","02","","5","01","","5","","30","02",""
"007706","088","11","04","08","11","17","19","17","23","9","","","5","01","","7","01","","09",""
"007706","183","11","02","08","11","19","13","19","17","9","","","7","02","","9","","","01",""
"007706","201","11","02","09","11","07","30","07","41","9","","","9","","","4","","15","13",""
"007706","201","11","03","06","11","14","26","14","31","4","","90","9","","","7","","20","","50"
"007709","027","11","01","02","12","13","02","13","07","9","","","7","","30","7","03","","05",""
"007709","027","11","02","30","11","13","40","13","45","9","","","9","","","5","03","","04",""
"007711","116","11","01","02","12","09","17","09","21","9","","","4","","40","7","","30","","100"
"007711","116","11","02","02","12","10","40","10","50","9","","","1","02","","5","02","","03",""
"007713","118","11","01","17","10","18","31","18","45","9","","","9","","","1","01","","11",""
"007713","132","11","02","17","10","07","50","07","59","9","","","9","","","7","","30","13",""
"007732","149","11","01","13","12","16","00","16","08","6","04","","3","","90","7","","90","04",""
"007739","020","11","02","16","12","08","20","08","22","9","","","7","04","","7","05","","04",""
"007739","059","11","02","16","12","19","26","19","28","3","02","","3","02","","7","04","","02",""
"007739","085","11","01","11","12","14","49","14","54","9","","","7","","20","7","04","","03",""
"007739","085","11","03","12","12","09","09","09","12","1","","40","7","01","","7","07","","03",""
"007745","067","11","03","13","12","10","00","10","04","9","","","1","","20","9","","","02",""
"007745","087","11","03","14","12","11","13","11","15","9","","","2","","30","1","02","","02",""
"007745","107","11","06","15","12","09","19","09","23","9","","","3","02","","7","04","","05",""
"007748","006","11","02","12","12","20","36","20","48","2","01","","4","","15","1","","25","09",""
"007748","054","11","01","12","12","17","36","17","47","6","","40","7","","30","4","","15","","220"
"007748","102","11","02","13","12","18","15","18","25","9","","","9","","","2","","20","10",""
"007759","120","11","02","15","12","17","59","18","03","9","","","1","01","","9","","","09",""
