"Conglomerado","Vivienda","HOGAR","ID_ADULTO","DIA","MES","HORA_INICIO","MIN_INICIO","HORA_FINAL","MIN_FINAL","701_ACTIVIDAD_FISICA_VIGOROSA_DIAS","702_ACTIVIDAD_FISICA_VIGOROSA_HORAS","702_ACTIVIDAD_FISICA_VIGOROSA_MINUTOS","703_ACTIVIDAD_FISICA_MODERADA_DIAS","704_ACTIVIDAD_FISICA_MODERADA_HORAS","704_ACTIVIDAD_FISICA_MODERADA_MINUTOS","705_CAMINAR_DIAS","706_CAMINAR_HORAS","706_CAMINAR_MINUTOS","707_SENTADO_HORAS","707_SENTADO_MINUTOS"
"007759","209","11","03","16","12","18","02","18","10","9","","","6","","20","4","","20","","380"
"007759","209","11","04","14","12","12","37","12","48","9","","","7","","20","3","","15","","620"
"007765","084","11","01","06","12","10","52","11","00","9","","","9","","","7","","20","","330"
"007765","084","11","03","08","12","08","50","09","00","9","","","2","","90","7","","15","","210"
"007765","084","11","04","06","12","11","20","11","30","3","","30","1","","20","7","","20","08",""
"007769","067","11","02","08","12","09","35","09","45","3","","20","3","","60","5","","130","10",""
"007792","050","11","01","04","11","18","00","18","10","4","01","","3","02","","5","02","","06",""
"007798","009","11","02","18","11","09","36","09","42","9","","","9","","","1","01","","09",""
"007798","068","24","02","18","11","07","36","07","39","9","","","9","","","9","","","08",""
"007798","068","24","04","14","11","12","36","12","39","9","","","2","01","","1","","30","10",""
"007798","068","44","01","19","11","08","32","08","39","2","","60","4","","20","1","","30","08",""
"007798","080","11","02","19","11","13","39","13","40","9","","","9","","","9","","","04",""
"007801","013","11","01","07","12","09","29","09","34","3","","62","4","01","","7","12","","04",""
"007801","013","11","02","07","12","09","51","09","54","9","","","9","","","3","01","","01",""
"007801","134","11","02","05","12","16","09","16","17","6","03","","9","","","7","05","","09",""
"007801","134","11","04","09","12","09","10","09","13","9","","","3","03","","3","","30","06",""
"007812","003","11","05","06","11","19","43","19","49","9","","","9","","","7","","30","","210"
"007812","061","11","06","07","11","10","01","10","12","9","","","3","","15","7","","90","10",""
"007812","075","11","01","06","11","16","47","16","53","9","","","9","","","5","","80","04",""
"007812","075","11","02","06","11","17","30","17","35","9","","","9","","","3","01","","04",""
"007812","075","11","04","07","11","17","38","17","48","9","","","5","","10","7","","25","04",""
"007816","083","11","02","11","11","07","45","07","55","1","02","","9","","","6","","25","08",""
"007829","069","11","01","05","12","22","38","22","44","9","","","9","","","4","","40","","490"
"007829","069","11","04","05","12","22","02","22","10","9","","","2","","40","7","","210","","810"
"007829","160","11","01","06","12","11","40","11","47","2","01","","3","","40","7","07","","","560"
"007831","062","11","01","09","12","08","06","08","15","9","","","1","01","","4","","30","08",""
"007831","088","11","02","08","12","10","21","10","34","9","","","6","04","","7","04","","","465"
"007835","089","11","03","08","11","16","12","16","14","9","","","9","","","7","01","","04",""
"007836","129","11","01","11","11","09","23","09","28","4","01","","4","","15","7","","30","03",""
"007842","019","11","07","10","11","07","41","07","48","9","","","9","","","7","","30","","110"
"007842","173","11","03","08","11","17","40","17","43","9","","","9","","","3","","30","09",""
"007842","195","11","01","12","11","15","22","15","25","9","","","1","02","","5","","14","05",""
"007842","195","11","02","13","11","16","12","16","15","9","","","2","","25","2","03","","05",""
"007867","380","11","01","17","10","07","38","07","46","9","","","9","","","6","","30","05",""
"007880","083","11","02","30","10","18","32","18","37","9","","","2","","90","7","","20","02",""
"007880","083","11","03","04","11","09","51","09","55","7","","20","7","","15","7","","30","","90"
"007881","071","11","03","18","10","07","17","07","26","3","","75","1","","10","3","01","","","525"
"007881","133","11","02","23","10","10","28","10","35","9","","","2","","20","6","02","","07",""
"007881","149","11","02","21","10","12","05","12","10","2","02","","9","","","1","","40","08",""
"007888","007","11","01","31","10","19","28","19","30","9","","","3","","90","9","","","02",""
"007888","007","11","02","31","10","18","52","18","56","9","","","1","","30","5","","20","06",""
"007888","136","11","03","05","11","17","07","07","49","5","","40","1","","20","9","","","07",""
"007894","033","11","01","19","10","08","10","08","33","9","","","7","","20","5","01","","","330"
"007894","106","11","03","21","10","17","42","17","59","9","","","7","","150","7","","90","08",""
"007898","190","11","01","07","12","08","46","08","49","9","","","9","","","5","03","","08",""
"007898","190","11","02","12","12","07","40","07","45","9","","","4","","20","6","01","","02",""
"007915","025","11","01","25","10","22","35","22","45","6","08","","1","02","","6","","30","02",""
"007915","041","11","03","29","10","09","15","09","31","3","","90","1","","40","1","","151","","185"
"007915","106","11","03","24","10","12","54","13","13","9","","","3","03","","9","","","","160"
"007921","015","11","02","23","10","16","48","16","57","9","","","2","","20","2","","20","","70"
"007921","068","11","04","25","10","19","40","19","54","4","","15","1","","20","5","","40","02",""
"007921","103","11","01","28","10","11","30","11","38","9","","","5","04","","1","","30","04",""
"007921","121","11","02","29","10","09","47","09","51","9","","","9","","","1","","80","01",""
"007925","044","11","03","23","12","14","20","14","21","5","","90","3","02","","7","","20","03",""
"007925","062","11","02","22","12","07","38","07","48","9","","","6","03","","3","02","","04",""
"007925","099","11","05","21","12","09","02","09","15","9","","","3","","30","3","","30","","40"
"007925","155","11","02","20","12","07","30","07","38","9","","","2","04","","4","","20","03",""
"007936","048","11","02","23","12","16","10","16","17","1","01","","2","01","","9","","","05",""
"007936","102","11","02","20","12","11","04","11","10","9","","","7","01","","7","02","","06",""
"007936","102","11","04","20","12","11","43","11","50","9","","","9","","","6","01","","06",""
"007937","002","22","01","28","02","17","18","17","28","9","","","9","","","1","","13","08",""
"007937","002","22","02","03","03","09","55","10","3","9","","","2","","90","7","","20","","335"
"007937","021","11","05","25","02","08","29","08","35","9","","","3","","30","5","01","","","145"
"007937","117","11","01","26","02","10","33","10","47","9","","","9","","","3","","20","","285"
"007937","154","12","03","26","02","13","40","13","47","1","05","","6","12","","9","","","03",""
"007943","023","11","01","22","11","07","18","07","23","9","","","9","","","3","","25","02",""
"007943","023","11","02","23","11","07","05","07","08","9","","","9","","","5","","25","03",""
"007943","058","11","05","23","11","08","39","08","43","9","","","2","","10","3","","30","02",""
"007950","042","11","03","27","11","08","36","08","42","9","","","7","","10","7","01","","04",""
"007950","067","11","01","30","11","09","30","09","44","2","","15","3","","30","4","","44","","555"
"007954","043","11","01","28","11","11","03","11","09","9","","","9","","","3","","20","10",""
"007954","121","11","01","30","11","19","43","19","50","9","","","3","","15","4","","10","09",""
"007954","121","11","03","27","11","09","37","09","46","2","02","","2","","10","3","","20","08",""
"007954","121","11","05","01","12","08","16","08","54","9","","","9","","","6","","31","10",""
"007960","011","11","01","20","11","08","32","08","35","9","","","6","01","","7","01","","02",""
"007960","034","11","01","21","11","08","19","08","23","9","","","9","","","7","","15","02",""
"007960","034","11","02","23","11","08","09","08","14","9","","","5","","15","5","","10","02",""
"007960","068","11","02","24","11","08","54","08","58","9","","","9","","","7","","15","03",""
"007962","012","11","05","25","11","10","25","10","34","9","","","1","","15","7","","40","10",""
"007962","058","11","01","20","11","12","33","12","40","9","","","2","","30","2","03","","","140"
"007962","058","11","02","22","11","18","15","18","31","9","","","9","","","4","","150","","330"
"007962","127","11","03","20","11","16","37","16","44","5","01","","5","02","","9","","","02",""
"007962","196","11","03","20","11","18","51","19","00","3","02","","2","","30","2","","20","09",""
"007964","006","11","01","13","04","16","49","16","59","2","","10","7","","30","9","","","","380"
"007964","006","11","02","13","04","17","20","17","31","9","","","2","","35","3","","20","","300"
"007964","045","11","02","09","04","16","37","16","41","9","","","9","","","4","","10","","90"
"007964","045","11","04","09","04","15","18","15","21","9","","","3","01","","7","03","","06",""
"007970","001","11","03","18","04","18","31","18","40","3","15","","9","","","1","","20","08",""
"007970","042","11","01","23","04","19","51","19","58","9","","","6","02","","3","","20","02",""
"007970","056","11","01","18","04","09","40","09","50","9","","","6","04","","7","03","","08",""
"007970","081","11","02","21","04","09","48","10","00","9","","","5","01","","2","02","","05",""
"007970","107","11","02","18","04","14","25","14","38","9","","","7","","15","3","","75","07",""
"007977","044","11","01","13","12","17","25","17","35","9","","","9","","","9","","","06",""
"007977","048","11","02","15","12","19","25","19","35","9","","","1","","40","2","","10","","270"
"007991","092","11","01","16","11","16","27","16","34","9","","","9","","","6","","15","","60"
"007992","101","11","05","17","11","19","10","19","20","9","","","9","","","9","","","05",""
"007992","132","11","02","15","11","16","30","16","40","9","","","5","02","","7","","30","02",""
"008010","105","11","03","16","12","07","56","08","16","9","","","1","02","","7","","30","10",""
"008013","074","11","01","12","12","14","54","15","07","9","","","7","01","","9","","","05",""
"008014","005","11","04","22","11","08","37","08","40","9","","","7","05","","7","","30","07",""
"008021","158","11","03","21","11","17","53","17","57","9","","","7","","20","7","","15","","90"
"008034","102","11","01","21","11","14","55","15","00","9","","","5","08","","7","","15","04",""
"008036","063","11","02","25","11","16","50","17","01","2","","10","7","01","","2","","20","03",""
"008037","101","11","03","21","11","12","19","12","24","3","","90","7","04","","7","","195","","135"
"008055","181","11","02","24","11","10","02","10","10","2","01","","4","01","","7","","30","08",""
"008059","119","11","01","23","11","21","35","21","40","9","","","7","","30","2","01","","02",""
"008131","031","11","01","03","04","17","27","17","34","1","","30","2","04","","4","","30","","130"
"008131","090","11","02","05","04","08","46","08","56","9","","","7","10","","7","01","","","210"
"008131","094","11","01","01","04","16","53","17","05","9","","","4","09","","6","","50","05",""
"008138","044","11","03","08","11","17","56","18","10","6","09","","1","01","","7","","80","","160"
"008141","002","11","01","25","11","09","06","09","17","3","03","","6","05","","2","01","","04",""
"008141","081","11","02","24","11","09","33","09","43","2","02","","3","","30","9","","","","150"
"008141","082","11","04","21","11","16","24","16","32","9","","","7","","90","5","","20","","105"
"008141","083","11","02","22","11","15","25","15","34","5","","80","7","","30","5","","25","","230"
"008141","085","11","02","20","11","15","54","16","24","9","","","4","06","","5","02","","04",""
"008176","243","11","02","14","11","15","50","16","06","9","","","6","07","","7","","150","04",""
"008176","244","11","03","16","11","14","27","14","40","9","","","5","03","","7","","15","08",""
"008176","246","11","02","14","11","13","44","14","01","9","","","4","05","","7","03","","06",""
"008176","248","11","01","14","11","18","02","18","14","9","","","6","07","","6","08","","","320"
"008188","063","11","01","03","04","17","42","17","49","3","","20","2","03","","6","","40","","270"
"008188","128","23","02","05","04","14","31","14","37","9","","","2","","30","3","","15","","210"
"008199","019","11","04","28","02","09","10","09","20","9","","","5","","25","2","","30","03",""
"008199","054","11","06","01","03","06","00","06","04","9","","","9","","","2","","15","05",""
"008201","157","11","01","02","03","19","01","19","10","9","","","9","","","9","","","06",""
"008201","175","12","03","02","03","06","56","06","59","9","","","9","","","9","","","09",""
"008206","053","11","03","18","04","14","59","15","10","9","","","3","01","","7","","110","05",""
"008206","116","11","05","16","04","16","38","16","43","9","","","2","01","","9","","","05",""
"008238","032","11","01","17","11","19","39","19","55","9","","","5","07","","6","","10","","170"
"008245","039","11","02","17","11","07","13","07","24","9","","","4","","35","7","03","","08",""
"008264","122","22","02","14","11","06","06","06","13","2","","15","2","","30","7","","95","04",""
"008269","022","11","05","12","03","16","45","16","54","9","","","3","","30","2","","20","07",""
"008269","022","11","06","13","03","15","20","15","31","9","","","9","","","1","03","","04",""
"008269","054","11","01","13","03","18","58","19","10","9","","","5","04","","5","01","","03",""
"008281","113","11","04","16","11","19","41","19","49","9","","","2","","15","9","","","09",""
"008305","130","11","01","16","04","17","27","17","34","9","","","2","","180","7","","90","","265"
"008307","090","11","02","04","12","12","17","12","26","9","","","3","","60","3","","30","03",""
"008311","102","11","02","10","05","17","43","17","49","9","","","3","","30","4","02","","08",""
"008311","102","11","03","10","05","16","13","16","18","9","","","1","","20","1","","40","08",""
"008311","105","11","02","11","05","18","30","18","37","9","","","2","","30","2","","15","08",""
"008311","106","11","01","11","05","06","49","06","55","2","","30","3","","20","4","02","","05",""
"008315","017","11","01","26","04","14","37","14","45","9","","","7","01","","7","06","","","260"
"008315","044","11","02","23","04","15","31","13","49","1","04","","7","08","","7","","50","02",""
"008315","047","11","01","27","04","15","01","15","06","9","","","9","","","9","","","05",""
"008317","069","11","03","25","04","18","03","18","08","7","02","","3","07","","3","01","","03",""
"008317","070","11","02","25","04","15","53","15","59","9","","","7","01","","7","","15","03",""
"008318","008","11","01","11","05","10","30","10","38","6","02","","6","","30","2","03","","","160"
"008318","010","11","05","10","05","17","59","18","09","6","15","","6","05","","9","","","","80"
"008318","101","11","06","11","05","07","12","07","25","6","02","","6","03","","9","","","","210"
"008318","102","11","02","10","05","09","54","10","07","9","","","7","","90","9","","","","165"
"008322","059","11","01","02","05","16","00","16","08","6","04","","2","03","","7","","100","","150"
"008322","171","11","02","03","05","15","30","15","55","9","","","1","03","","5","01","","04",""
"008327","023","11","01","28","10","14","25","14","29","9","","","7","","45","7","02","","04",""
"008327","067","11","02","31","10","10","17","10","20","9","","","9","","","2","01","","12",""
"008330","015","11","05","05","03","09","36","09","41","9","","","3","","40","9","","","03",""
"008330","016","11","01","08","03","07","25","07","40","7","04","","1","02","","7","","20","","30"
"008330","016","11","04","07","03","07","51","07","57","9","","","5","","30","7","","30","03",""
"008330","111","11","02","08","03","15","49","15","54","9","","","9","","","3","02","","03",""
"008332","008","11","03","11","04","19","52","19","59","9","","","9","","","7","","40","06",""
"008332","021","11","01","11","04","19","11","19","23","9","","","2","","30","7","","50","","425"
"008332","156","11","02","12","04","14","59","13","11","9","","","3","","40","3","","20","","275"
"008335","040","11","01","03","04","19","55","20","03","3","03","","5","02","","7","","40","03",""
"008342","037","11","01","09","03","17","10","17","18","3","","45","3","04","","6","02","","","85"
"008342","106","11","01","10","03","07","36","07","43","9","","","5","04","","1","","45","03",""
"008342","106","11","02","10","03","09","40","09","44","9","","","9","","","9","","","08",""
"008386","009","11","01","07","04","09","38","09","43","9","","","3","02","","7","03","","01",""
"008389","016","11","04","07","04","15","34","15","38","9","","","3","01","","7","03","","","190"
"008390","062","11","02","02","11","16","10","16","18","9","","","9","","","9","","","04",""
"008408","048","11","02","01","11","22","02","22","07","9","","","9","","","2","","10","03",""
"008461","009","11","01","12","05","14","12","14","16","1","03","","5","06","","7","","90","","257"
"008461","009","11","02","11","05","17","41","17","53","9","","","4","05","","7","","80","","145"
"008478","026","11","01","23","03","19","06","19","10","9","","","3","08","","3","","20","05",""
"008478","065","11","03","19","03","20","20","20","32","9","","","9","","","6","","150","","331"
"008485","004","11","03","25","11","08","43","08","55","9","","","5","02","","6","04","","10",""
"008497","041","11","02","21","11","18","50","19","00","9","","","9","","","4","08","","","540"
"008509","029","11","03","24","11","07","14","07","21","9","","","9","","","5","03","","","360"
"008509","061","11","01","22","11","08","17","08","21","9","","","6","","50","4","","80","05",""
"008571","061","11","01","08","03","07","20","07","32","9","","","7","04","","9","","","","270"
"008571","072","11","02","06","03","18","40","18","52","2","01","","7","03","","7","","130","07",""
"008571","072","11","03","04","03","17","09","17","18","5","02","","2","02","","3","01","","","375"
"008616","051","11","05","27","02","19","22","19","33","5","07","","1","07","","9","","","05",""
"008641","051","11","01","26","02","15","36","15","42","9","","","9","","","7","","45","04",""
"008643","005","11","02","28","02","07","24","07","29","9","","","5","","15","6","","30","03",""
"008676","065","11","03","06","05","08","28","08","33","9","","","3","02","","3","","10","10",""
"008676","149","11","01","06","05","10","51","10","59","9","","","9","","","4","","30","04",""
"008693","029","11","01","02","05","09","30","09","39","9","","","1","","30","7","","25","","230"
"008701","001","11","03","06","11","06","45","06","50","2","","30","7","02","","7","","40","","10"
"008701","085","11","01","07","11","17","10","17","15","9","","","7","06","","7","02","","01",""
"008701","086","11","01","07","11","11","19","11","30","9","","","3","05","","3","","150","08",""
"008702","094","11","03","13","11","16","13","16","18","9","","","9","","","2","01","","05",""
"008707","082","11","01","14","03","15","50","16","09","7","","15","7","","15","7","","190","","125"
"008707","087","11","01","13","03","12","47","12","50","7","06","","6","05","","7","04","","02",""
"008707","087","11","02","13","03","13","10","13","15","9","","","2","02","","4","02","","05",""
"008716","155","11","01","13","03","06","13","06","16","7","07","","1","","90","7","","40","02",""
"008729","063","11","02","05","03","16","09","16","22","9","","","4","03","","7","03","","04",""
"008729","066","11","04","06","03","09","30","09","40","9","","","6","05","","4","06","","","150"
"008757","006","11","02","09","11","21","36","21","44","9","","","9","","","1","","25","03",""
"008757","023","11","01","09","11","18","40","18","51","9","","","1","","30","9","","","05",""
"008757","090","11","01","11","11","19","20","19","28","9","","","3","","25","3","","20","","90"
"008770","114","12","03","20","04","17","21","17","31","3","01","","9","","","6","","345","","195"
"008783","060","11","02","09","03","10","10","10","19","9","","","1","","20","7","01","","","165"
"008783","126","11","02","08","03","09","20","09","30","9","","","7","03","","7","","30","","80"
"008783","126","11","03","08","03","08","23","08","31","9","","","1","","30","9","","","09",""
"008814","122","11","02","04","04","16","46","16","53","9","","","9","","","1","","20","06",""
"008820","013","11","02","06","04","06","09","06","24","9","","","3","","30","7","","32","","330"
"008820","098","11","03","05","04","17","18","17","29","2","01","","7","01","","9","","","","200"
"008831","041","11","03","18","04","07","30","07","41","3","","30","3","","40","3","","30","03",""
"008852","024","11","02","04","04","18","43","18","50","4","06","","5","06","","2","03","","","450"
"008852","084","11","02","06","04","06","12","06","19","9","","","7","","110","6","","30","","208"
"008852","126","11","02","05","04","16","35","16","45","9","","","7","","110","4","","50","10",""
"008857","071","11","03","02","04","15","30","15","38","1","01","","6","","20","7","","160","03",""
"008862","153","11","01","18","03","18","47","18","57","9","","","7","","80","7","","40","","200"
"008863","039","11","03","18","03","07","30","07","40","9","","","7","","10","9","","","","194"
"008863","112","12","02","14","03","20","30","20","35","9","","","9","","","9","","","","390"
"008913","014","11","04","10","11","15","42","15","52","9","","","7","","90","3","","30","","90"
"008913","016","11","02","11","04","16","10","16","16","9","","","7","07","","7","","30","","150"
"008913","096","22","01","11","04","21","16","21","29","2","","20","7","01","","5","","30","","205"
"008916","136","11","02","19","03","12","00","12","10","9","","","1","","30","6","","210","","100"
"008916","136","11","03","19","03","12","30","12","44","3","07","","2","07","","7","","65","","40"
"008916","137","11","01","23","03","17","12","17","33","2","05","","3","04","","7","","100","","270"
"008918","218","11","02","09","11","18","32","18","49","9","","","9","","","6","13","","08",""
"008918","219","12","03","05","05","15","10","15","19","9","","","9","","","6","08","","","330"
"008918","219","22","01","04","05","07","41","07","51","1","01","","9","","","1","","20","","250"
"008945","153","11","02","30","10","08","59","09","09","9","","","3","02","","2","","30","03",""
"008945","154","11","02","31","10","09","20","09","31","9","","","5","03","","5","","40","05",""
"008965","010","11","02","14","03","14","18","14","29","9","","","9","","","4","","40","","195"
"008997","034","11","01","11","04","18","24","18","27","9","","","9","","","7","02","","05",""
"009031","004","11","02","28","04","17","05","17","11","9","","","2","","15","3","","20","12",""
"009031","020","11","04","28","04","09","15","09","23","9","","","9","","","5","","25","10",""
"009040","132","11","01","27","02","10","37","10","49","2","04","","3","","40","1","","50","","55"
"009040","132","11","03","28","02","06","44","06","55","1","","10","3","02","","7","03","","04",""
"009040","134","11","01","02","03","20","02","20","21","1","","100","2","03","","3","","30","","170"
"009040","134","11","02","02","03","15","07","15","21","9","","","9","","","3","","75","","130"
"009045","159","11","02","11","03","18","08","18","26","1","","30","7","","30","1","02","","07",""
"009049","200","11","02","27","04","11","17","11","27","1","03","","2","","30","9","","","","50"
"009057","107","11","01","29","04","04","07","07","47","9","","","3","01","","3","01","","","90"
"009057","107","11","02","01","05","06","54","07","3","9","","","3","03","","4","02","","02",""
"009063","017","11","02","14","03","11","20","11","33","7","01","","7","","30","6","01","","02",""
"009072","064","11","02","23","10","20","06","20","16","9","","","7","04","","7","02","","03",""
"009072","068","11","03","28","10","07","54","08","05","9","","","2","01","","7","","30","04",""
"009072","232","11","01","25","10","11","15","11","21","1","","30","1","07","","7","02","","10",""
"009073","038","11","01","01","11","09","45","09","50","2","06","","4","01","","7","03","","","90"
"009073","133","11","01","01","11","06","15","06","23","9","","","7","02","","5","05","","04",""
"009105","038","11","02","20","03","16","57","17","05","3","02","","7","","220","7","02","","","250"
"009105","038","11","03","20","03","09","46","09","53","7","02","","4","","110","7","","50","","450"
"009105","051","11","01","24","03","05","18","05","25","9","","","4","01","","7","04","","","525"
"009168","050","11","02","14","11","13","40","13","46","4","01","","2","04","","4","01","","","220"
"009168","090","11","02","14","11","09","37","09","44","9","","","9","","","5","","25","","220"
"009173","072","11","01","12","11","19","47","20","03","9","","","5","","30","6","01","","","150"
"009179","009","11","07","27","03","19","24","19","35","1","02","","9","","","2","","20","","130"
"009179","070","11","01","28","03","17","16","17","30","9","","","2","01","","3","","260","","185"
"009179","073","11","02","28","03","06","15","06","25","9","","","2","06","","6","","500","","210"
"009180","185","11","02","18","04","14","30","14","37","9","","","9","","","2","","20","04",""
"009180","191","11","02","18","04","18","03","18","08","1","","10","9","","","7","","30","02",""
"009183","032","11","02","17","04","14","42","14","49","9","","","9","","","9","","","03",""
"009183","118","11","01","19","04","10","29","10","34","9","","","1","","25","1","03","","02",""
"009184","107","11","01","18","04","08","51","08","56","9","","","9","","","7","01","","","250"
"009184","107","11","02","18","04","08","28","08","35","9","","","7","","330","3","","80","","90"
"009184","108","11","01","20","04","17","26","17","28","9","","","7","06","","7","02","","","90"
"009185","036","11","02","03","05","08","34","08","45","9","","","7","","150","9","","","05",""
"009185","056","11","01","04","05","06","12","06","24","2","01","","4","","40","2","","30","10",""
"009187","071","11","01","01","05","15","21","15","42","3","","20","3","08","","7","","30","04",""
"009187","071","11","02","01","05","19","20","19","30","6","","30","6","08","","7","01","","02",""
"009188","031","11","01","18","04","17","41","17","53","9","","","9","","","7","","40","","725"
"009188","031","11","05","17","04","19","32","19","35","9","","","9","","","9","","","14",""
"009188","120","11","01","17","04","06","05","06","15","9","","","6","04","","7","02","","02",""
"009194","071","11","02","02","04","09","20","09","31","9","","","7","","210","9","","","","80"
"009194","072","11","01","02","04","06","23","06","27","9","","","6","08","","2","01","","02",""
"009194","072","11","02","02","04","06","57","07","01","2","","30","6","08","","3","","20","02",""
"009194","163","11","02","03","04","17","07","17","19","9","","","3","","15","7","","26","","390"
"009194","164","11","01","03","04","15","57","16","10","9","","","9","","","9","","","","246"
"009218","015","11","03","30","03","19","38","19","41","9","","","9","","","9","","","07",""
"009232","084","11","02","09","11","12","41","12","50","6","","25","6","","15","9","","","","250"
"009233","121","11","01","09","11","18","24","18","31","9","","","6","","20","9","","","","170"
"009248","009","11","04","29","03","08","52","09","00","3","01","","1","01","","1","","20","","390"
"009257","105","11","01","24","04","16","53","17","07","9","","","9","","","9","","","10",""
"009257","123","11","02","24","04","20","01","20","07","9","","","7","01","","3","","90","08",""
"009258","081","11","02","23","04","12","15","12","27","9","","","6","03","","3","","40","08",""
"009277","002","11","02","05","05","10","32","10","45","1","","20","1","03","","6","","40","","460"
"009286","110","11","01","26","04","14","31","14","38","1","","150","7","02","","7","02","","02",""
"009286","110","11","02","26","04","10","46","10","54","9","","","7","","355","1","01","","02",""
"009287","024","11","02","17","04","16","09","16","19","9","","","7","","15","4","","30","04",""
"009287","120","11","01","18","04","19","56","20","08","3","03","","3","05","","3","02","","","210"
"009287","142","11","02","16","04","15","43","15","50","1","01","","1","02","","5","","140","03",""
"009325","038","11","03","03","05","19","45","19","59","3","","30","5","","390","5","","30","","313"
"009325","052","11","03","05","05","10","43","10","49","9","","","4","01","","5","","45","","440"
"009337","081","11","01","17","04","15","49","15","59","2","02","","7","01","","7","","30","08",""
"009342","013","11","02","29","11","16","25","16","27","9","","","1","04","","5","","15","04",""
"009343","117","11","02","30","11","06","00","06","05","9","","","6","02","","6","","15","02",""
"009345","095","11","02","27","11","06","45","06","49","9","","","9","","","5","","20","08",""
"009400","070","11","01","19","03","17","19","17","25","1","","30","2","01","","9","","","","330"
"009401","011","11","01","19","03","05","27","05","36","9","","","9","","","7","","90","","135"
"009404","031","11","04","18","03","15","38","15","53","4","04","","9","","","7","","40","03",""
"009450","082","11","02","10","05","11","13","11","21","9","","","1","","30","7","","20","","200"
"009450","084","11","01","11","05","13","20","13","31","9","","","3","02","","7","","30","","404"
"009469","035","11","05","26","10","18","53","19","09","2","","25","1","01","","6","","40","11",""
"009469","035","11","06","28","10","15","40","15","48","9","","","9","","","9","","","","615"
"009470","050","23","01","26","10","07","12","07","20","5","","15","4","","165","7","15","","01",""
"009471","056","11","03","15","04","14","23","14","30","9","","","7","","40","5","07","","","390"
"009478","006","11","01","11","04","19","37","19","47","9","","","7","","15","7","","15","","260"
"009478","120","11","05","13","04","18","38","18","45","9","","","2","","10","7","","250","","40"
"009525","063","11","01","01","12","15","20","15","35","9","","","7","04","","7","05","","","249"
"009525","063","11","03","28","11","09","15","09","20","3","06","","7","","30","7","01","","05",""
"009525","084","11","04","30","11","19","30","19","35","2","","20","7","","20","9","","","03",""
"009531","056","11","05","02","12","07","43","07","55","1","","40","9","","","3","","15","","555"
"009539","003","11","04","19","03","06","56","07","03","9","","","9","","","2","","30","06",""
"009557","021","11","02","10","04","09","25","09","42","9","","","1","07","","9","","","12",""
"009557","152","11","02","14","04","09","36","09","45","9","","","5","01","","5","","15","08",""
"009559","111","11","01","11","04","17","14","17","23","9","","","5","01","","7","01","","05",""
"009583","041","11","02","16","10","17","00","17","05","9","","","9","","","3","15","","01",""
"009583","042","11","05","16","10","10","07","10","26","9","","","7","01","","5","","10","02",""
"009607","105","11","01","18","04","19","08","19","15","9","","","2","","40","5","","40","03",""
"009607","105","11","07","18","04","19","35","19","40","2","02","","4","","20","2","","30","04",""
"009607","138","11","02","18","04","15","33","15","39","9","","","4","","30","5","","25","04",""
"009638","006","11","01","22","11","08","26","08","34","9","","","2","","30","9","","","","230"
"009638","064","22","02","20","11","15","50","15","55","9","","","7","05","","9","","","05",""
"009638","064","22","03","25","11","09","30","09","42","9","","","9","","","9","","","","290"
"009646","052","11","03","06","03","19","46","19","51","9","","","9","","","9","","","12",""
"009649","083","11","01","07","03","17","10","17","13","9","","","9","","","7","01","","","90"
"009650","070","11","02","06","03","18","32","18","38","9","","","6","03","","6","01","","03",""
"009655","045","11","03","06","03","16","49","16","55","3","02","","9","","","7","","30","06",""
"009659","097","11","05","07","03","10","40","10","47","1","","12","3","","20","2","","25","","236"
"009684","006","11","01","10","03","14","30","14","33","9","","","9","","","1","","10","10",""
"009695","048","11","03","25","11","06","22","06","30","9","","","5","06","","2","01","","09",""
"009695","086","11","03","21","11","06","05","06","16","2","","60","1","","20","1","","20","06",""
"009719","003","11","01","23","04","16","48","17","00","9","","","3","02","","1","","30","02",""
"009720","074","11","02","23","04","10","42","10","51","9","","","9","","","3","","15","","370"
"009730","118","11","02","17","03","10","42","10","46","9","","","7","","10","3","","15","","150"
"009731","126","11","02","13","03","16","44","16","59","9","","","3","02","","9","","","03",""
"009731","126","11","03","15","03","19","15","19","28","9","","","7","","90","9","","","07",""
"009731","126","11","04","08","03","08","44","08","53","9","","","7","02","","9","","","","90"
"009735","110","11","01","05","04","08","53","09","05","9","","","7","","30","9","","","","290"
"009735","110","11","02","06","04","16","50","17","02","1","","20","2","07","","1","","90","","335"
"009735","115","11","03","07","04","09","29","09","47","2","","80","7","02","","1","","30","","210"
"009736","033","11","02","27","02","09","54","10","06","5","07","","7","02","","7","01","","02",""
"009736","105","11","01","01","03","17","29","17","50","3","07","","2","03","","7","02","","","130"
"009736","105","11","02","01","03","19","30","19","39","9","","","1","","30","7","05","","03",""
"009736","106","11","01","01","03","17","15","17","21","1","02","","3","08","","7","06","","02",""
"009740","055","11","02","13","04","10","49","10","56","9","","","4","01","","1","02","","06",""
"009740","056","11","02","11","04","09","00","09","05","9","","","3","01","","9","","","02",""
"009740","058","11","03","11","04","07","08","07","13","9","","","9","","","3","","15","04",""
"009756","002","11","02","28","03","11","01","11","11","1","","30","3","","30","3","","40","","90"
"009756","053","11","03","30","03","08","54","09","02","9","","","4","05","","6","03","","03",""
